,Match Datetime,campaign,Competition,scaled midfield,sc_ra,sc_ca,sc_la,Team name,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,HomeOrAway_,Opponent,Match Date,Tactic short,Match Type,scaled_midfield
0,2025-06-16 20:00:00+02:00,90,World Cup,15.6898,15.3979,21.4561,17.1649,India,15.0,14.0,12.5,14.25,15.25,21.25,17.0,9.25,10.75,Normal,0,0,2-5-3,2,5,3,3,5,18,UUEEEQHUHUUPHU,H,Ireland,11.0,24.0,23.0,22.75,15.5,6.0,8.75,8.5,12.75,Counter-attacks,17,0,4-5-1,4,5,1,2,-10,14,UZUEHHQUQQQQEE,A,Ire,2025-06-16,N,WC2,15.689777534810217
1,2025-06-13 20:00:00+02:00,90,World Cup,14.6052,11.2457,11.7569,11.5013,India,10.75,22.75,25.0,23.0,11.0,11.5,11.25,8.5,12.0,Counter-attacks,19,0,4-4-2,4,4,2,2,-10,16,UQTEUUUEHUHEWH,A,Ireland,15.75,13.75,12.75,12.5,15.75,18.25,14.75,10.5,11.5,Play creatively,25,0,3-4-3,3,4,3,1,9,18,UUETEHQUUEQQTU,H,Ire,2025-06-13,CA,WC2,14.60523456243607
2,2025-06-09 20:00:00+02:00,90,World Cup,16.7543,14.7393,18.043,14.2311,India,13.5,17.25,15.25,15.5,14.5,17.75,14.0,8.75,11.25,Normal,0,0,3-5-2,3,5,2,1,0,17,UQEUEUHUUHUPEH,H,Hayastan,9.25,21.75,24.25,22.0,12.75,11.25,12.75,8.5,12.25,Counter-attacks,19,0,4-4-2,4,4,2,1,-10,18,ZTQETHQHEQQEQH,A,Hay,2025-06-09,N,WC2,16.7543148481853
3,2025-06-06 20:00:00+02:00,90,World Cup,13.6237,13.7637,8.9993,9.7934,India,8.25,24.25,27.5,24.75,13.0,8.5,9.25,8.5,12.25,Counter-attacks,19,0,4-4-2,4,4,2,3,-10,16,UQTEUUUEUUHHEW,A,Suomi,13.25,19.25,21.0,18.75,11.25,11.5,6.25,14.25,15.25,Long shots,21,0,3-5-2,3,5,2,0,-10,13,ZQEHEQTHHHQEQP,H,Suo,2025-06-06,CA,WC2,13.623674268710147
4,2025-05-30 20:00:00+02:00,90,World Cup,15.5713,19.5339,19.8052,12.7513,India,17.75,13.0,12.0,9.5,18.0,18.25,11.75,9.25,10.75,Play creatively,24,0,2-5-3,2,5,3,3,5,16,ZQEEUEHTHUUPPH,H,Barbados,15.5,15.25,13.0,15.5,16.0,11.25,15.75,9.5,11.75,Attack in wings,24,0,3-5-2,3,5,2,1,10,20,ZZEPEZHUHHQPEH,A,Bar,2025-05-30,PC,WC1,15.571265641557439
5,2025-05-23 20:00:00+02:00,90,World Cup,18.2562,13.757,15.915,13.2176,India,16.5,17.5,16.75,17.5,12.75,14.75,12.25,8.75,11.5,Normal,0,0,3-5-2,3,5,2,1,0,16,UQEUEUHHUHUWEW,A,USA,7.5,22.25,22.25,22.0,16.5,7.0,15.5,8.25,11.5,Counter-attacks,22,0,5-3-2,5,3,2,2,-1,16,ZUQUQQQQEEUUEp,H,USA,2025-05-23,N,WC1,18.25619326509516
6,2025-05-16 20:00:00+02:00,90,World Cup,10.1537,8.2944,14.9835,14.7159,India,7.25,23.75,25.0,24.25,7.75,14.0,13.75,9.25,12.0,Counter-attacks,23,0,5-2-3,5,2,3,1,-10,16,UTUTUQEEEUHWHU,A,Azerbaycan,15.75,16.75,16.75,16.75,14.0,14.0,13.5,7.75,11.0,Normal,0,0,3-5-2,3,5,2,2,-1,17,HQEUEHQTHUTEQU,H,Aze,2025-05-16,CA,WC1,10.153691059975507
7,2025-05-09 20:00:00+02:00,90,World Cup,16.4317,13.437,16.9307,14.512,India,17.75,15.75,16.0,16.5,12.5,15.75,13.5,9.0,11.5,Normal,0,0,3-5-2,3,5,2,2,0,16,UUEUEQUUUHHHEP,H,Belarus,17.75,17.5,17.25,18.0,13.0,13.5,13.25,6.75,10.75,Normal,0,0,3-5-2,3,5,2,2,0,18,ZQETEHHTHTUHET,A,Bel,2025-05-09,N,WC1,16.43166281435748
8,2025-05-02 20:00:00+02:00,90,World Cup,14.0673,11.646,12.6812,11.9048,India,10.0,23.25,23.75,24.25,11.25,12.25,11.5,9.25,12.25,Counter-attacks,19,0,4-4-2,4,4,2,0,-10,16,UUUEUQHUUEUUEH,A,Nederland,15.25,15.0,14.0,13.25,17.75,20.25,14.25,10.75,12.25,Normal,0,0,2-5-3,2,5,3,2,10,15,UZEEUEHQHQQHQP,H,Ned,2025-05-02,CA,WC1,14.067296199367807
9,2025-04-25 20:00:00+02:00,90,World Cup,18.1329,11.6097,13.9844,12.4012,India,16.25,19.25,18.75,19.5,11.0,13.25,11.75,8.75,11.75,Normal,0,0,3-5-2,3,5,2,3,0,16,UUEUEQUHUUHEHU,A,Barbados,16.25,17.25,18.25,18.25,16.0,10.5,11.25,9.25,12.25,Normal,0,0,3-5-2,3,5,2,1,0,18,ZZEPEHUUPPQHTE,H,Bar,2025-04-25,N,WC1,18.132879824997254
10,2025-04-18 20:00:00+02:00,90,World Cup,7.6747,15.2872,16.0779,8.4343,India,6.5,23.25,24.25,24.5,14.5,15.25,8.0,10.0,12.0,Counter-attacks,23,0,5-2-3,5,2,3,0,-10,15,UQUTUUHUEEEPHH,H,USA,10.0,20.75,24.0,21.0,14.0,12.75,14.25,8.5,11.75,Counter-attacks,18,0,4-4-2,4,4,2,0,-10,14,ZUQEUQQUEQUWEU,A,USA,2025-04-18,CA,WC1,7.674711858417407
11,2025-04-11 20:00:00+02:00,90,World Cup,15.945,13.8747,20.8121,15.7425,India,17.0,10.0,15.0,15.0,13.0,19.5,14.75,9.25,10.75,Normal,0,0,2-5-3,2,5,3,3,5,15,UEEUEQHHUUUHPU,H,Azerbaycan,15.0,16.75,17.25,16.0,17.25,14.5,7.75,8.0,11.25,Normal,0,0,3-5-2,3,5,2,2,-1,16,ZHEPEUQTHUTEWU,A,Aze,2025-04-11,N,WC1,15.945004387949407
12,2025-04-07 20:00:00+02:00,90,World Cup,18.3324,11.9979,15.3886,12.5195,India,12.5,15.75,19.75,16.0,11.5,14.75,12.0,9.0,11.75,Normal,0,0,3-5-2,3,5,2,0,0,16,UUEUEQUHUHHEWH,A,Belarus,11.75,18.5,18.5,18.25,14.25,16.0,14.25,6.75,10.5,Normal,0,0,3-5-2,3,5,2,1,-1,17,ZQEUEHHTUUUHEH,H,Bel,2025-04-07,N,WC1,18.33241684535581
13,2025-04-04 20:00:00+02:00,90,World Cup,16.268,13.0163,15.3592,12.2353,India,12.0,17.5,16.75,17.5,12.5,14.75,11.75,8.75,11.25,Normal,0,0,3-5-2,3,5,2,2,-2,15,UQEUEUHHUHUEPU,H,Nederland,11.0,18.0,18.25,18.5,13.5,14.5,14.0,10.0,12.25,Normal,0,0,3-5-2,3,5,2,2,0,14,UZEUEUUUQHHEHW,A,Ned,2025-04-04,N,WC1,16.2680446415839
14,2025-03-28 20:00:00+01:00,90,Friendly,,,,,India,8.5,15.5,15.5,16.25,12.0,12.75,11.75,8.25,10.25,Normal,0,0,3-5-2,3,5,2,4,0,10,ZTEZEQQQQQQHEZ,A,Osterreich,10.0,12.75,10.5,12.5,18.5,20.5,18.25,9.5,11.0,Play creatively,22,0,2-5-3,2,5,3,3,10,11,ZQEEEQUQQUHQQQ,H,Ost,2025-03-28,N,F,
15,2025-03-21 20:00:00+01:00,90,Friendly,,,,,India,7.5,16.5,17.0,17.0,13.5,13.0,13.25,8.75,11.25,Normal,0,0,3-5-2,3,5,2,2,0,11,ZTETEUQHQQQQEH,A,LÃ«tzebuerg,5.0,18.5,21.75,15.5,9.75,6.25,13.25,8.0,11.25,Long shots,8,0,4-5-1,4,5,1,0,-10,10,UQZEHTZUTQQEEQ,H,LÃ«t,2025-03-21,N,F,
16,2025-03-14 12:00:00+01:00,90,Asia and Oceania Cup,15.5193,12.791,16.1845,14.0962,India,19.0,17.5,17.25,17.5,12.25,15.5,13.5,9.0,11.75,Normal,0,0,3-5-2,3,5,2,1,0,15,ZUEUEQHHUHUHEU,H,Sakartvelo,12.0,22.5,21.75,21.75,14.25,5.75,15.75,6.5,11.0,Counter-attacks,17,0,4-5-1,4,5,1,0,-8,13,ZQHEPUUQpHQEEH,A,Sak,2025-03-14,N,CC,15.51925008866252
17,2025-03-07 12:00:00+01:00,90,Asia and Oceania Cup,13.2053,12.7326,12.9924,11.1735,India,9.75,22.5,23.5,21.75,12.25,12.5,10.75,9.0,12.25,Counter-attacks,18,0,4-4-2,4,4,2,2,-10,15,ZQUEUUHUEHPHEU,A,United Arab Emirates,15.0,15.0,15.25,16.5,13.75,15.5,14.25,9.0,11.25,Normal,0,0,3-5-2,3,5,2,2,0,16,ZHEPEQUQPUUEPQ,H,Uni,2025-03-07,CA,CC,13.205281438000927
