,Match Datetime,campaign,Competition,Team name,sc_ra,sc_ca,sc_la,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,Orders,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,Orders_,HomeOrAway_,id,scaled midfield,Opponent,Match Date,Tactic short,Match Type,scaled_midfield,T_C,Indiv Order
0,2025-09-19 12:00:00,92,Asia and Oceania Cup,Indonesia,12.6395,11.6856,10.2547,13.75,19.5,20.75,20.0,13.25,12.25,10.75,9.0,11.5,Normal,0,0,3-5-2,3,5,2,0,-10,12,ZUEUEUTHQUQQEP,00003030000,H,Myanmar,7.0,25.5,26.0,25.5,15.75,6.25,14.25,8.0,11.75,Counter-attacks,21,0,5-3-2,5,3,2,2,-10,12,ZUHSTHUHEEQUEU,03404004044,A,38537462,13.8343,Mya,2025-09-19,N,CC,13.834257241773146,AoD,NN-N-NMNMNNN-N
1,2025-09-15 12:00:00,92,Asia and Oceania Cup,Indonesia,12.6231,10.1956,11.6521,10.0,21.25,23.75,21.25,13.0,10.5,12.0,7.75,11.25,Counter-attacks,20,0,4-4-2,4,4,2,1,-10,13,ZUQEUUTUEQQQEW,00000000000,A,Malaysia,8.75,25.0,23.25,23.25,16.25,8.75,14.0,8.25,12.0,Counter-attacks,17,0,4-4-2,4,4,2,0,-10,14,ZQTEUZUUEQQHEH,02402000044,H,38537443,13.0306,Mal,2025-09-15,CA,CC,13.030577356929054,442ca,NNN-NNNN-NNN-N
2,2025-09-12 12:00:00,92,Asia and Oceania Cup,Indonesia,13.0117,11.7606,12.261,15.75,18.25,19.75,19.25,13.0,11.75,12.25,9.0,11.25,Normal,0,0,3-5-2,3,5,2,2,3,14,ZUEPEUTQUQQQEP,00000000300,H,Dhivehi Raajje,10.5,21.0,24.25,21.75,10.5,11.75,12.0,9.25,12.25,Counter-attacks,18,0,4-4-2,4,4,2,0,-10,13,ZHHEZQQUEUQEQQ,00000300000,A,38537421,14.0143,Dhi,2025-09-12,N,CC,14.014262489241986,bal,NN-N-NNNNNMN-N
3,2025-09-08 12:00:00,92,Asia and Oceania Cup,Indonesia,14.0126,16.7651,14.7633,12.25,15.75,15.5,17.0,14.0,16.75,14.75,8.25,10.25,Normal,0,0,3-5-2,3,5,2,1,0,13,ZUEUEUTUUQQQEP,02003010300,H,Hong Kong,8.75,22.25,25.25,22.25,12.0,10.75,10.75,9.5,13.0,Counter-attacks,17,0,4-4-2,4,4,2,1,-8,13,ZQHEPPHpETQQEU,00002020000,A,38537400,14.2157,Hon,2025-09-08,N,CC,14.215742959197089,bal,ND-N-NMNONMN-N
4,2025-09-05 12:00:00,92,Asia and Oceania Cup,Indonesia,18.5167,9.2583,5.7552,7.75,20.75,23.25,21.75,18.5,9.25,5.75,9.5,11.5,Counter-attacks,20,0,4-4-2,4,4,2,1,-10,14,ZUUEUQQQEUQQEW,00002140340,A,Hayastan,10.75,16.5,16.75,16.5,13.75,16.0,14.25,9.5,11.75,Normal,0,0,3-5-2,3,5,2,1,2,17,ZUEQEUQHHQUEQQ,00003000300,H,38537378,11.9498,Hay,2025-09-05,CA,CC,11.949782061833854,442ca,NNN-NDOW-NMW-N
5,2025-08-29 20:00:00,92,Friendly,Indonesia,,,,5.25,13.25,10.75,11.75,8.0,10.25,8.25,6.75,9.0,Normal,0,0,3-5-2,3,5,2,0,6,10,ZQEUEUUPPQUQEW,00000000000,A,Comoros,8.25,15.25,15.5,16.0,10.25,11.75,12.25,7.75,10.25,Normal,0,0,3-5-2,3,5,2,5,7,9,ZUEUEQUUUUQQEP,00000100000,H,38551920,,Com,2025-08-29,N,F,,bal,NN-N-NNNNNNN-N
6,2025-08-22 20:00:00,92,Friendly,Indonesia,,,,7.75,7.75,10.5,4.5,8.5,7.5,8.25,9.25,9.0,Normal,0,0,5-4-1,5,4,1,0,0,11,PPHUQQEUZHUEEQ,00000424000,H,Norge,8.75,26.25,28.0,28.0,8.5,6.5,8.25,9.75,13.25,Play creatively,22,0,4-5-1,4,5,1,7,-10,10,UUUEUUQHpHQEEW,02042102010,A,38517192,,Nor,2025-08-22,N,F,,bal,NNNNNW-DWNN--N
7,2025-08-15 20:00:00,90,Friendly,Indonesia,,,,8.75,5.75,10.25,9.5,7.0,11.5,6.25,10.5,8.25,Long shots,16,0,4-3-3,4,3,3,1,0,14,UTQEUHEQQQEQPP,00000000000,H,Sakartvelo,9.25,20.0,20.5,24.0,12.25,6.0,12.75,5.75,10.0,Counter-attacks,15,0,4-5-1,4,5,1,4,-10,12,ZQTEUQQHpHQEEW,00040042400,A,38397401,,Sak,2025-08-15,LS,F,,LS,NNN-NN-NNN-NNN
8,2025-08-08 20:00:00,90,Friendly,Indonesia,,,,9.0,6.5,12.25,10.75,5.75,5.5,6.0,9.25,9.5,Normal,0,0,4-4-2,4,4,2,1,0,12,QUHEPZEUQpHEUU,00000002000,H,Botswana,7.75,15.75,15.0,15.75,15.25,16.5,15.25,8.0,9.75,Normal,0,0,3-4-3,3,4,3,2,0,11,UUEPEUQQEZQUUW,00000000000,A,38289142,,Bot,2025-08-08,N,F,,bal,NNN-NN-NNDN-NN
9,2025-08-01 20:00:00,90,Friendly,Indonesia,,,,8.0,14.75,18.75,16.25,7.0,10.0,6.25,10.25,11.0,Normal,0,0,5-2-3,5,2,3,1,0,13,ZUQHUHEEQQEQWW,00000000000,A,Osterreich,9.5,20.0,19.75,20.25,12.25,12.5,12.25,10.25,11.75,Play creatively,23,0,3-4-3,3,4,3,6,-10,11,ZUEUEUQQEQUQQQ,00003003000,H,37951280,,Ost,2025-08-01,N,F,,bal,NNNNNN--NN-NNN
