,Match Datetime,campaign,Competition,Team name,sc_ra,sc_ca,sc_la,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,Orders,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,Orders_,HomeOrAway_,id,scaled midfield,Opponent,Match Date,Tactic short,Match Type,scaled_midfield,T_C,Indiv Order
0,2026-04-10 20:00:00,94,Friendly,Sri Lanka,,,,7.75,13.75,15.75,16.25,12.0,12.75,11.75,8.75,11.0,Normal,0,0,3-5-2,3,5,2,3,0,9,ZUEQEHUUHUUEWQ,0,A,FÃ¸royar,6.0,16.0,15.0,16.5,11.75,12.0,11.25,6.5,8.5,Play creatively,20,0,3-5-2,3,5,2,1,-10,8,ZUEUEUQUHUUPEQ,2020000000,H,40838138,,FÃ¸r,2026-04-10,N,F,,bal,NN-N-NNNNNN-NN
1,2026-04-03 20:00:00,94,Friendly,Sri Lanka,,,,7.0,14.0,15.75,14.5,11.5,10.5,10.75,8.5,10.0,Play creatively,19,0,4-4-2,4,4,2,3,-10,8,ZUTEUPTHEUUEWQ,3443000000,A,China,10.0,17.0,19.25,18.75,13.0,12.5,12.25,6.5,10.0,Normal,0,0,4-4-2,4,4,2,0,0,10,UUEHUQQTUEQQEP,0,H,40812318,,Chi,2026-04-03,PC,F,,PC,NMW-WMNN-NN-NN
2,2026-03-27 20:00:00,92,Friendly,Sri Lanka,,,,7.75,17.0,15.75,16.75,11.25,12.75,11.5,7.75,8.75,Normal,0,0,3-4-3,3,4,3,2,-10,9,ZUEPEUHUEPQQWQ,0,A,Guatemala,5.5,17.25,16.25,18.25,9.25,5.0,6.5,5.5,8.75,Counter-attacks,15,0,4-5-1,4,5,1,0,-10,7,UUQEPQUQTQQEUE,2402040400,H,40699528,,Gua,2026-03-27,N,F,,343,NN-N-NNN-NNNNN
3,2026-03-20 20:00:00,92,Friendly,Sri Lanka,,,,10.0,13.75,15.0,13.75,11.5,10.5,12.5,8.5,11.25,Play creatively,21,0,3-5-2,3,5,2,0,0,12,ZUEPEQUHPQUPEU,1110000000,H,Viá»‡t Nam,13.5,15.25,16.0,16.25,11.75,13.25,14.25,8.5,11.0,Normal,0,0,3-5-2,3,5,2,3,4,10,ZUEHEHZPQTHQEQ,3000000,A,40557939,,Viá»‡,2026-03-20,PC,F,,PC,NO-O-ONNNNNN-N
4,2026-03-13 20:00:00,92,Friendly,Sri Lanka,,,,6.0,17.5,17.25,17.5,13.25,7.0,13.5,7.5,10.5,Counter-attacks,18,0,5-4-1,5,4,1,1,0,10,ZUUPPUHPEUQEQE,1404104410,A,RD Congo,6.5,15.5,17.5,19.0,15.0,12.5,10.5,8.5,11.0,Normal,0,0,3-5-2,3,5,2,1,0,12,ZQEUETUHPQQQPE,21000000,H,40221210,,RD ,2026-03-13,CA,F,,hardca,NOWNWONW-WO-N-
5,2026-03-06 20:00:00,92,Friendly,Sri Lanka,,,,8.0,18.75,21.5,18.75,10.25,9.5,10.25,8.5,11.0,Counter-attacks,16,0,4-4-2,4,4,2,1,-10,11,ZUUEUQQPEQUEQQ,0,A,Cuba,8.75,14.25,12.75,10.75,10.5,11.75,7.0,5.5,8.0,Normal,0,0,3-5-2,3,5,2,1,0,8,ZQEHEUUTHQTQEP,3000300,H,40188362,,Cub,2026-03-06,CA,F,,442ca,NNN-NNNN-NN-NN
6,2026-02-27 20:00:00,92,Friendly,Sri Lanka,,,,9.5,17.75,19.5,17.5,10.0,8.5,9.5,8.25,11.0,Play creatively,21,0,3-5-2,3,5,2,1,-10,11,ZUEPEQUQpHUEWU,20000,A,Italia,4.5,19.25,18.5,20.25,15.25,11.25,14.25,7.5,10.5,Counter-attacks,17,0,4-4-2,4,4,2,3,0,10,ZUUEUQQQEUQPEH,40040000,H,40149022,,Ita,2026-02-27,PC,F,,PC,NN-N-NNNDNN-NN
7,2026-02-20 20:00:00,92,Friendly,Sri Lanka,,,,8.75,17.5,17.25,18.5,12.5,12.25,12.0,9.25,10.75,Play creatively,22,0,3-4-3,3,4,3,3,-10,11,ZUEUEUUQEpQPQU,20000,H,Espana,8.0,22.5,25.5,25.75,7.5,4.5,12.25,9.0,12.5,Counter-attacks,23,0,5-4-1,5,4,1,1,-10,12,UHHHUUQHEQUEEP,2004002204,A,40096221,,Esp,2026-02-20,PC,F,,343,NN-N-NNN-DNNNN
8,2026-02-13 20:00:00,92,Friendly,Sri Lanka,,,,7.25,16.5,15.75,14.5,13.25,15.25,12.25,9.25,10.0,Play creatively,21,0,3-4-3,3,4,3,0,-10,11,ZUEPEQUQEHUWQQ,0,A,Puerto Rico,9.5,18.0,21.75,18.75,10.75,7.25,10.0,6.75,11.25,Normal,0,0,5-4-1,5,4,1,1,0,9,ZTHUTTHZEQQEPE,0,H,40052505,,Pue,2026-02-13,PC,F,,343,NN-N-NNN-NNNNN
9,2026-02-06 20:00:00,92,World Cup,Sri Lanka,9.3729,12.6661,11.3994,14.5,17.75,18.25,18.25,9.25,12.5,11.25,9.5,11.5,Play creatively,24,0,3-5-2,3,5,2,2,-10,11,ZUEQEUQHUUUEQP,2023000300,H,Dawlat Qatar,9.25,21.25,25.5,21.25,13.0,12.75,5.25,7.75,11.75,Counter-attacks,19,0,5-3-2,5,3,2,3,-10,13,ZQQPPQUUHEEUQE,231100,A,39851857,9.4635,Daw,2026-02-06,PC,WC2,9.463468734366836,PC,ND-N-DMNNNM-NN
