,Match Datetime,campaign,Competition,Team name,sc_ra,sc_ca,sc_la,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,Orders,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,Orders_,HomeOrAway_,id,scaled midfield,Opponent,Match Date,Tactic short,Match Type,scaled_midfield,T_C,Indiv Order
0,2025-10-10 20:00:00,92,Europe Cup,Ã–sterreich,18.1598,19.8776,17.9144,17.0,12.5,10.5,12.5,18.5,20.25,18.25,10.0,11.75,Normal,0,0,2-5-3,2,5,3,2,10,13,ZQEEEUHHUHQPQQ,30103000,H,Ukraina,15.5,18.25,20.5,19.5,9.75,11.75,10.75,9.5,12.5,Normal,0,0,3-5-2,3,5,2,3,-10,12,ZUEHEUHQHHQEWT,3103000300.0,A,38539566,15.9543,Ukr,2025-10-10,N,CC,15.954263288114,AoA,NN---NMNONMNNN
1,2025-10-03 20:00:00,92,Europe Cup,Ã–sterreich,9.1379,7.0291,9.1379,13.25,25.0,27.75,21.75,9.75,7.5,9.75,8.25,13.0,Pressing,15,0,4-5-1,4,5,1,1,-10,13,ZQPUEUQHpUHEWE,2002302230,A,Suomi,19.5,14.5,12.5,7.5,18.25,20.0,13.25,13.25,13.75,Play creatively,21,0,2-5-3,2,5,3,3,10,13,ZHHEEEQHHHQPQQ,1130003000.0,H,38539540,17.7993,Suo,2025-10-03,Pr,CC,17.79929799953074,AoD,NDNN-DMNDDM-N-
2,2025-09-26 20:00:00,92,Europe Cup,Ã–sterreich,17.6898,18.646,17.6898,14.75,14.5,12.5,10.5,18.5,19.5,18.5,9.5,11.5,Normal,0,0,2-5-3,2,5,3,2,10,13,ZQEEUEQHUUHQQU,131113004,H,Cyprus,8.75,25.5,27.0,25.0,4.5,5.25,16.5,6.75,11.75,Counter-attacks,22,0,5-4-1,5,4,1,0,-10,14,ZZPHQHUEpQTEEU,2004032414.0,A,38539518,16.6225,Cyp,2025-09-26,N,CC,16.622458370578652,AoA,NN--O-MOOOMNNW
3,2025-09-19 20:00:00,92,Europe Cup,Ã–sterreich,13.7605,14.2519,14.0062,15.5,18.0,17.25,18.0,14.0,14.5,14.25,8.0,11.5,Normal,0,0,3-5-2,3,5,2,4,0,13,ZUEUEQQUUHHEQP,103000300,H,Schweiz,8.0,20.5,21.25,21.0,15.0,15.25,14.5,9.0,11.75,Counter-attacks,20,0,4-3-3,4,3,3,1,-10,16,UUUEUQQEHEQUWQ,43010000.0,A,38539496,17.6974,Sch,2025-09-19,N,CC,17.69739287602118,bal,NN-O-NMNNNM-NN
4,2025-09-15 20:00:00,92,Europe Cup,Ã–sterreich,14.746,20.5936,19.0681,17.5,7.75,12.5,16.25,14.5,20.25,18.75,9.5,11.25,Normal,0,0,2-5-3,2,5,3,4,10,13,ZEEEUQHHQUQQUQ,1030003000,A,England,17.75,13.0,11.75,13.75,17.75,23.0,20.25,11.5,12.0,Normal,0,0,2-5-3,2,5,3,1,9,13,ZHEEEUHUUUHQQU,30103000.0,H,38539470,19.3696,Eng,2025-09-15,N,CC,19.36961780136464,AoA,N---ONMNNNMNNN
5,2025-09-12 20:00:00,92,Europe Cup,Ã–sterreich,13.5467,14.0485,14.2993,13.75,16.75,17.5,18.5,13.5,14.0,14.25,8.0,11.5,Normal,0,0,3-5-2,3,5,2,2,-4,13,ZQEUEUUUHUHUEQ,103000300,A,Ukraina,12.75,16.75,19.25,19.25,11.5,14.25,13.5,9.25,12.25,Normal,0,0,3-5-2,3,5,2,3,0,11,ZHEUEUHHQHUTEP,3000000.0,H,38539445,19.4846,Ukr,2025-09-12,N,CC,19.4845818089406,bal,NN-O-NMNNNMN-N
6,2025-09-08 20:00:00,92,Europe Cup,Ã–sterreich,19.606,20.3321,17.1855,13.5,12.0,11.75,9.75,20.25,21.0,17.75,10.0,11.5,Play creatively,26,0,2-5-3,2,5,3,1,10,13,ZQEEUEHUUHUPQU,1130103004,H,Suomi,12.75,23.5,29.5,23.5,5.75,5.5,5.25,15.0,16.75,Long shots,22,0,4-5-1,4,5,1,3,-10,13,ZQEQHQTTHHTEWE,2013300030.0,A,38539421,17.4701,Suo,2025-09-08,PC,CC,17.470142156239138,AoA,NO--O-MNONMNNW
7,2025-09-05 20:00:00,92,Europe Cup,Ã–sterreich,14.118,14.118,13.8659,11.25,17.75,18.0,20.0,14.0,14.0,13.75,9.25,12.25,Normal,0,0,3-5-2,3,5,2,3,-2,12,ZQEUEUQUHQHEQW,103000300,A,Cyprus,11.0,16.5,18.25,17.5,12.5,15.0,14.75,7.5,11.0,Normal,0,0,3-5-2,3,5,2,0,0,14,ZZEPEZQZUPUUEU,3000300.0,H,38539399,19.3437,Cyp,2025-09-05,N,CC,19.34372019775381,bal,NN-O-NMNNNM-NN
8,2025-08-29 20:00:00,92,Friendly,Ã–sterreich,,,,6.0,20.5,23.5,22.25,11.25,8.75,11.25,7.25,10.5,Pressing,11,0,5-3-2,5,3,2,2,-10,10,ZUUQUUHEHEUEQQ,0,H,RD Congo,6.25,20.5,23.5,19.75,13.25,11.75,7.0,9.25,12.75,Counter-attacks,20,0,5-3-2,5,3,2,1,0,15,PQZPZQUEHEHHWE,200300.0,A,38557373,,RD ,2025-08-29,Pr,F,,AoD,NNNNNNN-N-N-NN
9,2025-08-22 20:00:00,92,Friendly,Ã–sterreich,,,,9.75,11.75,10.25,11.75,15.75,15.5,16.25,8.0,9.75,Play creatively,22,0,2-5-3,2,5,3,2,10,10,UUEEEUQHQHUQQU,0,H,MagyarorszÃ¡g,6.0,19.75,20.0,20.25,12.5,11.25,12.25,8.5,11.5,Counter-attacks,16,0,4-4-2,4,4,2,1,-5,10,ZQUEUQQUEUHWET,40000002.0,A,38517343,,Mag,2025-08-22,PC,F,,AoA,NN---NNNNNNNNN
