,Match Datetime,campaign,Competition,scaled midfield,sc_ra,sc_ca,sc_la,Team name,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,HomeOrAway_,Opponent,Match Date,Tactic short,Match Type,scaled_midfield
0,2025-05-09 20:00:00,90,World Cup,13.484090671750145,21.158278136729145,15.499668867603908,9.102980128592773,Saudi Arabia,13.5,13.25,13.0,12.0,21.5,15.75,9.25,9.0,11.25,Normal,0,0,3-5-2,3,5,2,0,7,13,ZUEPEQUZQHHUEU,H,Polska,10.5,22.25,24.75,23.0,14.25,13.0,14.25,8.25,11.25,Counter-attacks,18,0,4-4-2,4,4,2,3,-10,14,ZUPEQQQUEQUWEH,A,Pol,2025-05-09,N,WC1,13.484090671750145
1,2025-05-02 20:00:00,90,World Cup,13.924706597429191,4.370411115701786,6.555616673552678,15.296438904956249,Saudi Arabia,11.5,21.0,22.75,22.0,4.5,6.75,15.75,7.75,11.5,Pressing,13,0,4-5-1,4,5,1,0,-10,12,ZZPEUQHHpZUEEU,A,England,14.75,16.25,15.75,16.75,16.0,18.5,17.75,10.0,11.75,Normal,0,0,3-4-3,3,4,3,2,8,16,ZUEUEHQEHUQUQP,H,Eng,2025-05-02,Pr,WC1,13.924706597429191
2,2025-04-25 20:00:00,90,World Cup,11.226830962968155,17.269352606578273,9.374791414999635,15.78912238315728,Saudi Arabia,9.0,18.5,21.0,18.75,17.5,9.5,16.0,8.25,11.25,Counter-attacks,19,0,4-4-2,4,4,2,1,-1,13,ZQZEPUUQEHHUEU,A,Uganda,14.0,11.5,14.5,15.0,11.75,18.5,15.75,8.25,10.25,Normal,0,0,2-5-3,2,5,3,1,0,12,ZEUEEHUHHTQUQU,H,Uga,2025-04-25,CA,WC1,11.226830962968155
3,2025-04-18 20:00:00,90,World Cup,7.202512753673783,18.169527285314434,7.889400005465478,18.886745467629478,Saudi Arabia,6.5,18.0,19.75,17.75,19.0,8.25,19.75,7.25,10.75,Counter-attacks,21,0,5-3-2,5,3,2,0,4,13,ZUUZPQUEEZHUEZ,H,Colombia,13.0,19.25,19.75,19.0,12.75,13.75,13.0,9.0,11.5,Normal,0,0,3-5-2,3,5,2,3,0,12,ZHEHEQQQQHUQEQ,A,Col,2025-04-18,CA,WC1,7.202512753673783
4,2025-04-11 20:00:00,90,World Cup,13.643612512898072,11.759244586750686,18.34442155533107,18.109236663596057,Saudi Arabia,15.5,10.25,12.75,12.5,12.5,19.5,19.25,8.25,9.75,Normal,0,0,2-5-3,2,5,3,2,4,11,ZEPEEQHHZHUZQU,H,Hayastan,10.75,22.75,25.5,22.5,11.0,10.75,11.25,9.75,13.25,Counter-attacks,19,0,4-4-2,4,4,2,4,-10,21,ZUQEUQQQQEQEQW,A,Hay,2025-04-11,N,WC1,13.643612512898072
5,2025-04-07 20:00:00,90,World Cup,14.795857221791206,9.01972503027224,5.862821269676956,7.441273149974597,Saudi Arabia,10.75,24.25,24.5,23.0,10.0,6.5,8.25,7.25,11.75,Pressing,12,0,4-5-1,4,5,1,0,-10,12,ZQUEZUZHZpHEQE,A,Polska,11.5,16.75,16.25,16.75,18.0,19.75,17.75,9.0,10.75,Normal,0,0,3-4-3,3,4,3,2,6,13,ZHEPEUTUEUUPQH,H,Pol,2025-04-07,Pr,WC1,14.795857221791206
6,2025-04-04 20:00:00,90,World Cup,14.312931364301752,11.677956692293565,11.677956692293565,12.145074959985307,Saudi Arabia,11.25,18.0,18.5,17.75,12.5,12.5,13.0,7.75,11.0,Normal,0,0,3-5-2,3,5,2,4,3,12,ZUEZEQHHZUZZEU,H,England,7.75,20.0,20.5,21.0,17.0,14.25,14.75,10.25,12.75,Counter-attacks,20,0,4-4-2,4,4,2,1,-5,17,ZUUEQUQHEUQUQE,A,Eng,2025-04-04,N,WC1,14.312931364301752
7,2025-03-28 12:00:00,90,Asia and Oceania Cup,6.728790223180466,16.770308179024894,7.1553314897172875,16.770308179024894,Saudi Arabia,4.75,21.25,20.75,21.0,18.75,8.0,18.75,8.0,11.5,Counter-attacks,22,0,5-3-2,5,3,2,0,5,12,ZQUZUZHEpEUUEU,N,Myanmar,12.0,13.75,11.25,8.5,18.25,19.0,13.5,8.5,9.5,Normal,0,0,3-4-3,3,4,3,2,10,11,ZQETEHQHEHHHQP,H,Mya,2025-03-28,CA,CCF,6.728790223180466
8,2025-03-24 12:00:00,90,Asia and Oceania Cup,17.009107278650337,7.982242564706851,17.788997715632412,11.175139590589593,Saudi Arabia,14.0,7.5,10.75,6.5,8.75,19.5,12.25,9.0,10.0,Attack in the middle,24,0,2-5-3,2,5,3,4,10,12,ZEUEHEQTZHZUWQ,N,Israel,8.25,23.25,24.25,23.0,15.5,13.75,17.0,8.5,12.0,Counter-attacks,19,0,4-4-2,4,4,2,2,-10,15,SZUEQUUUEZUQPE,H,Isr,2025-03-24,AIM,CCSF,17.009107278650337
9,2025-03-21 12:00:00,90,Asia and Oceania Cup,14.626090081661374,11.10180143355066,18.73428991911674,15.958839560729077,Saudi Arabia,16.0,8.25,9.75,11.0,12.0,20.25,17.25,8.75,10.0,Play creatively,23,0,2-5-3,2,5,3,2,10,11,ZEUEEUZHTZHHQU,N,Al Kuwayt,15.5,19.5,21.75,21.0,2.75,4.5,3.0,12.75,15.0,Long shots,18,0,4-5-1,4,5,1,1,-10,11,ZZEQZPZZZZZEEP,H,Al ,2025-03-21,PC,CCQF,14.626090081661374
