,Match Datetime,campaign,Competition,scaled midfield,sc_ra,sc_ca,sc_la,Team name,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,Orders,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,Orders_,HomeOrAway_,id,Opponent,Match Date,Tactic short,Match Type,scaled_midfield,T_C,Indiv Order
0,2025-09-12 12:00:00,92,Asia and Oceania Cup,16.3236,9.6749,12.3354,7.7399,Hong Kong,12.75,19.25,19.75,21.0,10.0,12.75,8.0,12.5,14.0,Long shots,16,0,3-5-2,3,5,2,0,-10,11,ZPETEQTPTZPQEU,2023000300,H,Malaysia,13.75,18.25,19.0,19.25,12.0,14.0,13.75,8.0,11.5,Normal,0,0,3-5-2,3,5,2,2,-2,14,ZZEUEQUUQQQHEH,2003000300,A,38537422,Mal,2025-09-12,LS,CC,16.323586052805858,LS,ND-N-DMNNNMN-N
1,2025-09-08 12:00:00,92,Asia and Oceania Cup,14.7051,11.6382,10.4259,10.4259,Hong Kong,8.75,22.25,25.25,22.25,12.0,10.75,10.75,9.5,13.0,Counter-attacks,17,0,4-4-2,4,4,2,1,-8,13,ZQHEPPHpETQQEU,2020000,A,Indonesia,12.25,15.75,15.5,17.0,14.0,16.75,14.75,8.25,10.25,Normal,0,0,3-5-2,3,5,2,1,0,13,ZUEUEUTUUQQQEP,2003010300,H,38537400,Ind,2025-09-08,CA,CC,14.70510503047162,442ca,NNN-NDND-NNN-N
2,2025-09-05 12:00:00,92,Asia and Oceania Cup,16.6999,13.6305,15.3044,15.0652,Hong Kong,10.75,15.0,15.0,15.75,14.25,16.0,15.75,10.0,11.75,Normal,0,0,3-5-2,3,5,2,1,0,13,ZQEHEPHTPHQQEU,1000,H,Myanmar,10.75,17.5,20.75,18.5,10.25,12.75,12.0,8.5,11.25,Play creatively,21,0,3-5-2,3,5,2,2,-10,12,ZUEUEHQHHHQEQW,3003000300,A,38537379,Mya,2025-09-05,N,CC,16.699864244535497,bal,NN-N-NNNNONN-N
3,2025-08-29 20:00:00,92,Friendly,,,,,Hong Kong,8.5,18.25,15.5,10.0,11.0,12.0,9.75,7.5,10.25,Normal,0,0,2-5-3,2,5,3,5,0,9,ZHEPEEQPPTQQWQ,200,A,Chinese Taipei,6.0,14.75,11.75,14.5,17.0,19.0,17.0,8.0,9.5,Normal,0,0,2-5-3,2,5,3,2,0,12,UQEEEHQQUQQPHH,0,H,38554088,Chi,2025-08-29,N,F,,bal,NN-N--NNNNNDNN
4,2025-08-22 20:00:00,92,Friendly,,,,,Hong Kong,6.5,17.5,17.25,17.25,10.5,10.75,10.5,7.25,10.75,Normal,0,0,3-5-2,3,5,2,0,0,9,ZHEPETQPPTQQWE,20,A,Turkiye,9.25,21.5,24.5,23.0,9.5,11.5,6.75,8.25,11.0,Play creatively,21,0,4-4-2,4,4,2,3,-10,10,ZQEQPQQQQQEEPQ,2002011100,H,38522227,Tur,2025-08-22,N,F,,bal,NN-N-NNNNNNDN-
5,2025-08-15 20:00:00,90,Friendly,,,,,Hong Kong,7.5,10.25,10.0,8.5,10.0,10.75,10.0,8.5,8.75,Normal,0,0,3-5-2,3,5,2,2,0,9,ZUEZEHQUPUHEWH,0,A,Liechtenstein,6.75,6.75,10.75,13.5,11.75,17.0,14.25,7.5,9.25,Play creatively,20,0,2-5-3,2,5,3,5,10,10,UEEPEUUUQHTQQQ,1031000000,H,38469797,Lie,2025-08-15,N,F,,bal,NN-N-NNNNNN-NN
6,2025-08-08 20:00:00,90,Friendly,,,,,Hong Kong,8.5,15.25,15.25,11.75,6.75,10.25,11.75,9.5,11.5,Normal,0,0,3-4-3,3,4,3,1,0,8,ZHEPEPQEPHHUHQ,0,A,Burkina Faso,6.0,15.0,17.25,16.0,12.0,9.0,8.75,6.5,8.75,Counter-attacks,13,0,4-4-2,4,4,2,2,0,5,ZTUEPQQHEUUQPE,100340,H,38289143,Bur,2025-08-08,N,F,,343,NN-N-NN-NNNNNN
7,2025-08-01 20:00:00,90,Friendly,,,,,Hong Kong,7.25,15.25,14.5,11.5,7.25,10.0,12.0,9.0,11.25,Normal,0,0,3-4-3,3,4,3,0,0,9,ZHEPEPZEPHHUHQ,0,H,Italia,10.0,16.75,15.75,14.5,14.0,13.0,13.0,8.5,10.5,Normal,0,0,3-5-2,3,5,2,2,0,11,ZUEUEHQUHUQEWQ,0,A,37955144,Ita,2025-08-01,N,F,,343,NN-N-NN-NNNNNN
8,2025-07-25 20:00:00,90,Friendly,,,,,Hong Kong,8.0,17.5,17.0,15.5,8.0,9.5,9.5,8.25,11.75,Normal,0,0,3-5-2,3,5,2,1,0,8,ZPEPEPZUPHHEHQ,20000000,A,Al Kuwayt,5.75,15.5,13.5,17.0,10.5,10.25,10.75,7.5,9.0,Counter-attacks,16,0,4-5-1,4,5,1,3,0,11,ZZHEQHUPQPHEQE,40011100,H,37930850,Al ,2025-07-25,N,F,,bal,NN-N-DNNNNN-NN
9,2025-07-18 20:00:00,90,Friendly,,,,,Hong Kong,9.25,11.75,9.5,11.0,9.75,12.75,10.25,7.75,10.0,Normal,0,0,2-5-3,2,5,3,0,0,9,UUEEEPUUHQQTQW,230003000,A,Latvija,4.25,23.75,26.5,24.0,10.5,9.25,9.75,8.5,11.75,Counter-attacks,21,0,5-3-2,5,3,2,2,-10,11,ZTUUHHZEUEZQEH,2000222200,H,37886852,Lat,2025-07-18,N,F,,bal,NN---DMNNNMNNN
10,2025-07-11 20:00:00,90,Friendly,,,,,Hong Kong,7.25,14.75,12.25,15.0,7.5,9.5,8.25,8.75,10.25,Normal,0,0,2-5-3,2,5,3,5,0,9,UUEEEPUUHQQTQW,30003000,A,Dhivehi Raajje,6.5,12.5,18.75,15.75,4.25,6.25,6.0,8.0,8.75,Counter-attacks,21,0,5-4-1,5,4,1,0,-10,11,HZHQQQEQUUQEHE,0,H,37844879,Dhi,2025-07-11,N,F,,bal,NN---NMNNNMNNN
11,2025-07-04 20:00:00,90,Friendly,,,,,Hong Kong,6.5,17.75,17.75,18.5,9.0,11.5,8.75,8.75,12.5,Normal,0,0,3-5-2,3,5,2,1,5,10,ZPEZEQTPQPUHEW,2020000000,A,Al Urdun,10.0,17.75,18.0,17.75,11.25,12.0,12.25,7.25,10.5,Normal,0,0,3-5-2,3,5,2,3,0,10,ZSEQEZHZZUQZEQ,0,H,37801031,Al ,2025-07-04,N,F,,bal,ND-N-DNNNNNN-N
12,2025-06-27 20:00:00,90,World Cup,14.8267,18.0413,16.8056,15.0756,Hong Kong,15.25,16.25,13.0,15.5,18.25,17.0,15.25,10.5,12.0,Normal,0,0,2-5-3,2,5,3,5,5,13,ZPEEEQHUZPQUPU,2204100000,H,Srbija,9.5,20.0,21.0,19.25,16.0,8.75,14.0,10.25,12.25,Play creatively,24,0,4-4-2,4,4,2,3,-10,14,UUUEUQQQEHQHEU,2002040044,A,37619919,Srb,2025-06-27,N,WC2,14.826705997142888,bal,ND---DNWONNNNN
13,2025-06-20 20:00:00,90,World Cup,16.2792,14.7521,11.3876,13.1992,Hong Kong,16.0,17.25,18.0,18.75,14.25,11.0,12.75,9.75,12.5,Normal,0,0,3-5-2,3,5,2,3,3,12,ZPEPEPHUQTQUEP,401000,H,BÃ©nin,13.75,15.25,14.25,14.0,12.0,13.5,13.0,8.5,11.0,Normal,0,0,3-5-2,3,5,2,0,10,11,ZHEQEPQUUQTQEW,2020000100,A,37619887,BÃ©n,2025-06-20,N,WC2,16.27920420952203,bal,NN-N-NNWNONN-N
14,2025-06-16 20:00:00,90,World Cup,9.3915,15.3786,6.777,17.7245,Hong Kong,6.0,23.5,21.75,25.0,14.75,6.5,17.0,9.75,13.0,Counter-attacks,20,0,5-3-2,5,3,2,1,-8,15,ZPHUPPQEEUHQEU,4400014044,A,ÄŒeskÃ¡ republika,17.5,17.25,18.0,17.5,14.5,15.25,15.0,10.75,13.0,Play creatively,25,0,3-5-2,3,5,2,2,0,14,UUEQEQTQUQUUEQ,3000300,H,37619856,ÄŒes,2025-06-16,CA,WC2,9.391499128889766,hardca,NWWNNNO--WNW-W
15,2025-06-13 20:00:00,90,World Cup,16.8266,7.3026,6.2954,4.7845,Hong Kong,15.75,19.75,23.75,20.5,7.25,6.25,4.75,12.0,14.25,Long shots,16,0,4-5-1,4,5,1,0,-10,14,ZPEQTUZTpHUPEE,2113302230,H,ÄŒeskÃ¡ republika,16.75,16.5,16.25,16.75,14.0,14.25,13.75,10.0,12.5,Play creatively,25,0,3-5-2,3,5,2,3,0,14,UQEUEUUQUQTEQU,103000300,A,37619825,ÄŒes,2025-06-13,LS,WC2,16.826603490395378,LS,ND-OOMMNDDMN--
16,2025-06-09 20:00:00,90,World Cup,19.6272,10.9378,11.9553,10.9378,Hong Kong,11.75,20.75,20.0,19.5,10.75,11.75,10.75,10.0,13.0,Pressing,14,0,3-5-2,3,5,2,0,-10,15,ZPEPEPQTQHUWEU,2003000300,A,BÃ©nin,11.75,17.25,17.0,17.25,7.25,11.0,20.25,9.5,13.0,Normal,0,0,3-5-2,3,5,2,0,4,17,ZHEEUTHUQQQEPH,2113204004,H,37619790,BÃ©n,2025-06-09,Pr,WC2,19.62719854005754,AoD,ND-N-NMNNNMN-N
17,2025-06-06 20:00:00,90,World Cup,15.2645,12.1137,10.6885,11.4011,Hong Kong,8.25,21.25,23.25,21.25,12.75,11.25,12.0,10.25,13.25,Counter-attacks,16,0,4-4-2,4,4,2,0,-10,15,ZPUETPHHETQUEW,2000000,A,Srbija,11.5,15.75,16.75,14.25,16.25,13.5,10.25,9.5,11.0,Play creatively,22,0,2-5-3,2,5,3,4,9,13,UUEEHEQQHHHUQP,4003000,H,37619759,Srb,2025-06-06,CA,WC2,15.264489947632493,442ca,NNN-NDNN-NNN-N
18,2025-05-30 20:00:00,90,World Cup,13.7381,10.7156,10.2497,10.0168,Hong Kong,8.25,21.5,24.25,20.25,11.5,11.0,10.75,10.0,12.75,Counter-attacks,16,0,4-4-2,4,4,2,2,-10,16,ZPHEPPHETQZUEP,2003010000,H,Nicaragua,3.25,18.75,20.25,20.0,15.5,16.25,7.5,8.75,10.75,Counter-attacks,22,0,5-2-3,5,2,3,1,-5,12,ZQHHTQUTEEEQUU,4211000,A,36853830,Nic,2025-05-30,CA,WC1,13.738053392310489,442ca,NDN-NMN-ONNN-N
19,2025-05-23 20:00:00,90,World Cup,13.5122,9.6616,11.2345,10.5604,Hong Kong,11.5,19.75,19.75,20.0,10.75,12.5,11.75,9.75,12.75,Pressing,14,0,3-5-2,3,5,2,0,-10,15,ZPEPEPZHQTHQEW,2023000300,A,Schweiz,10.0,21.5,23.25,21.25,12.5,12.25,13.25,9.25,12.0,Counter-attacks,16,0,4-4-2,4,4,2,1,-10,13,UUQEQUQUEHHUEU,0,H,36853782,Sch,2025-05-23,Pr,WC1,13.51215313455604,AoD,ND-N-DMNNNMN-N
