,Match Datetime,Match Type,Team name,scaled midfield,sc_ra,sc_ca,sc_la,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP defence,ISP attack,Tactic,Tactic skill,Total exp,Style of play,Average goals,Actual goals,Defender_number,Mid_number,Forward_number,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP defence_,ISP attack_,Tactic_,Tactic skill_,Total exp_,Style of play_,Average goals_,Actual goals_,Defender_number_,Mid_number_,Forward_number_,HomeOrAway_,MT,Opponent,Match Date,Formation,Formation_,Tactic short,campaign,scaled_midfield
0,2024-08-12 20:00:00,Wildcard match 1 in World Cup,Misr,8.717446863973997,12.013997746527451,12.013997746527451,11.768814119047299,8.25,21.75,23.75,21.0,12.25,12.25,12.0,11.75,8.25,Counter-attacks,17,14.25,-100,0.6,0,4,4,2,H,England,9.75,24.5,25.25,24.75,11.25,11.5,13.25,12.75,9.25,Counter-attacks,20,13.0,-100,0.9,1,4,4,2,A,Q,Eng,2024-08-12,4-4-2,4-4-2,CA,88,8.717446863973997
1,2024-08-09 20:00:00,Friendly match,Misr,,,,,6.75,17.25,17.25,17.75,12.5,12.75,12.25,9.75,7.75,(no tactic),0,9.5,10,5.0,5,3,4,3,A,Pakistan,5.5,9.75,11.0,7.25,4.25,2.5,2.5,6.75,7.75,(no tactic),0,7.75,-70,0.2,0,5,4,1,H,F,Pak,2024-08-09,3-4-3,5-4-1,N,88,
2,2024-08-02 21:00:00,Round 10 in Africa Cup,Misr,8.120891691747643,14.32041189914634,7.16020594957317,15.752453089060971,9.5,23.25,22.5,23.0,15.0,7.5,16.5,11.5,7.75,Counter-attacks,17,13.75,-100,1.1,0,4,4,2,A,Kenya,17.5,16.5,16.25,16.5,13.75,13.5,16.25,10.75,7.75,(no tactic),0,14.25,10,1.6,1,3,5,2,H,CC,Ken,2024-08-02,4-4-2,3-5-2,CA,88,8.120891691747643
3,2024-07-26 21:00:00,Round 9 in Africa Cup,Misr,11.835002023160785,12.369755310640544,17.317657434896763,15.091101478981463,15.5,10.5,15.0,16.0,12.5,17.5,15.25,10.25,7.5,(no tactic),0,13.75,100,1.9,3,2,5,3,H,Äªtyoppya,6.25,24.0,24.0,24.5,12.5,6.5,11.5,12.25,9.0,Counter-attacks,19,11.5,-100,1.1,0,5,3,2,A,CC,Äªty,2024-07-26,2-5-3,5-3-2,N,88,11.835002023160785
4,2024-07-19 21:00:00,Round 8 in Africa Cup,Misr,13.531166402265136,14.153447542905594,15.394978029125383,12.663610959441847,15.75,16.0,14.75,12.75,14.25,15.5,12.75,10.5,7.5,(no tactic),0,13.25,20,1.8,4,3,5,2,A,SÃ£o TomÃ© e PrÃ­ncipe,16.5,15.0,16.0,16.75,11.75,14.25,13.75,11.0,8.75,(no tactic),0,15.5,0,2.2,4,3,5,2,H,CC,SÃ£o,2024-07-19,3-5-2,3-5-2,N,88,13.531166402265136
5,2024-07-12 21:00:00,Round 7 in Africa Cup,Misr,6.1859313988892035,15.223365501029939,6.987774328341612,14.973802132160596,6.25,24.25,24.0,25.0,15.25,7.0,15.0,11.25,7.0,Counter-attacks,22,13.75,-100,1.0,0,5,3,2,A,Senegal,16.5,18.5,19.5,18.25,14.0,13.5,13.0,11.25,7.25,(no tactic),0,16.5,0,1.2,0,3,5,2,H,CC,Sen,2024-07-12,5-3-2,3-5-2,CA,88,6.1859313988892035
6,2024-07-05 21:00:00,Round 6 in Africa Cup,Misr,8.095542098535825,14.198471742431678,7.941518093224498,15.883036186448996,9.75,20.75,22.75,20.75,14.75,8.25,16.5,10.25,6.5,Counter-attacks,18,13.75,-100,1.0,0,4,4,2,H,Tanzania,9.25,20.75,23.25,20.25,13.75,12.0,14.0,11.0,9.0,Counter-attacks,17,15.0,-60,1.4,2,4,4,2,A,CC,Tan,2024-07-05,4-4-2,4-4-2,CA,88,8.095542098535825
7,2024-06-28 21:00:00,Round 5 in Africa Cup,Misr,10.936013369950414,12.85793253934749,11.621592872102537,15.577879807286381,13.0,17.0,18.0,17.75,13.0,11.75,15.75,10.0,6.25,(no tactic),0,13.25,0,1.6,2,3,5,2,H,Kenya,9.75,21.5,20.25,20.0,15.75,9.0,14.75,11.25,8.25,Counter-attacks,19,13.75,-60,1.4,0,4,4,2,A,CC,Ken,2024-06-28,3-5-2,4-4-2,N,88,10.936013369950414
8,2024-06-24 21:00:00,Round 4 in Africa Cup,Misr,13.521959276947568,13.377165130418842,14.86351681157649,14.86351681157649,16.0,13.0,15.25,15.5,13.5,15.0,15.0,9.5,6.75,(no tactic),0,13.0,0,2.6,4,3,5,2,A,Äªtyoppya,14.75,14.5,14.5,15.0,14.0,16.25,15.25,10.5,8.75,Play creatively,23,14.25,30,2.8,4,3,4,3,H,CC,Äªty,2024-06-24,3-5-2,3-4-3,N,88,13.521959276947568
9,2024-06-21 21:00:00,Round 3 in Africa Cup,Misr,8.490649002405705,12.9027302490286,7.940141691709909,16.376542239151686,9.75,21.25,22.75,20.5,13.0,8.0,16.5,10.5,7.5,Counter-attacks,18,12.75,-100,0.7,1,4,4,2,H,SÃ£o TomÃ© e PrÃ­ncipe,13.25,19.0,19.75,18.75,12.0,13.0,11.0,11.25,8.5,(no tactic),0,16.25,-100,1.3,1,3,5,2,A,CC,SÃ£o,2024-06-21,4-4-2,3-5-2,CA,88,8.490649002405705
10,2024-06-17 21:00:00,Round 2 in Africa Cup,Misr,9.772926262174549,16.42730304117019,17.162853923610644,16.67248666865034,10.25,15.5,15.25,15.75,16.75,17.5,17.0,9.5,7.0,(no tactic),0,12.75,30,1.5,2,3,4,3,H,Senegal,14.0,17.75,17.25,17.0,12.0,12.25,12.0,10.75,7.25,(no tactic),0,15.75,-40,2.4,3,3,5,2,A,CC,Sen,2024-06-17,3-4-3,3-5-2,N,88,9.772926262174549
