,Match Datetime,Match Type,Team name,scaled midfield,sc_ra,sc_ca,sc_la,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP defence,ISP attack,Tactic,Tactic skill,Total exp,Style of play,Average goals,Actual goals,Defender_number,Mid_number,Forward_number,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP defence_,ISP attack_,Tactic_,Tactic skill_,Total exp_,Style of play_,Average goals_,Actual goals_,Defender_number_,Mid_number_,Forward_number_,HomeOrAway_,MT,Opponent,Match Date,Formation,Formation_,Tactic short,campaign,scaled_midfield
0,2024-08-02 12:00:00,Round 10 in Asia and Oceania Cup,China,9.664591362488695,14.888644478788537,8.579896818284919,16.65509382372955,8.0,22.0,25.75,21.75,14.75,8.5,16.5,11.5,7.25,Counter-attacks,18,12.25,-50,1.3,2,4,4,2,A,Dawlat Qatar,14.5,15.75,18.75,18.5,6.25,10.25,10.5,10.75,8.25,(no tactic),0,13.5,-100,0.7,1,3,5,2,H,CC,Daw,2024-08-02,4-4-2,3-5-2,CA,88,9.664591362488695
1,2024-07-26 12:00:00,Round 9 in Asia and Oceania Cup,China,12.576835641982,19.086269789541504,13.561296955726856,17.07718875906345,15.25,18.0,15.75,16.0,19.0,13.5,17.0,11.0,7.75,(no tactic),0,12.75,50,1.5,2,3,5,2,H,Indonesia,7.5,26.25,26.25,26.25,18.75,6.25,5.75,12.0,8.25,Counter-attacks,22,11.75,-100,0.9,2,5,3,2,A,CC,Ind,2024-07-26,3-5-2,5-3-2,N,88,12.576835641982
2,2024-07-19 12:00:00,Round 8 in Asia and Oceania Cup,China,11.466487195023278,15.722571083439563,10.731278675998432,16.720829564927786,9.75,21.75,23.75,21.75,15.75,10.75,16.75,11.5,7.25,Counter-attacks,17,12.25,-50,1.4,2,4,4,2,A,Dhivehi Raajje,9.25,21.25,22.0,21.0,17.5,7.0,17.0,11.25,7.75,Counter-attacks,18,17.5,-100,1.4,2,4,4,2,H,CC,Dhi,2024-07-19,4-4-2,4-4-2,CA,88,11.466487195023278
3,2024-07-12 12:00:00,Round 7 in Asia and Oceania Cup,China,13.404831491527451,18.88603842856693,13.849761514282413,17.6269691999958,16.75,17.0,15.5,16.75,18.75,13.75,17.5,11.0,7.25,(no tactic),0,13.0,50,1.6,2,3,5,2,H,Palestine,7.0,25.0,23.75,25.0,13.25,7.75,15.0,11.75,8.25,Counter-attacks,21,15.5,-100,0.9,1,5,3,2,A,CC,Pal,2024-07-12,3-5-2,5-3-2,N,88,13.404831491527451
4,2024-07-05 12:00:00,Round 6 in Asia and Oceania Cup,China,11.17522461694577,16.40241726377836,8.713784171382253,11.789237408340695,10.25,22.25,26.25,22.25,16.0,8.5,11.5,11.75,7.5,Counter-attacks,18,12.75,-50,0.9,1,4,4,2,A,Pakistan,9.5,24.0,23.5,24.0,6.5,8.75,18.0,12.0,8.5,Counter-attacks,20,12.5,-100,0.7,0,5,3,2,H,CC,Pak,2024-07-05,4-4-2,5-3-2,CA,88,11.17522461694577
5,2024-06-28 12:00:00,Round 5 in Asia and Oceania Cup,China,13.713873439257284,15.379792071009598,14.62340885440257,16.13617528761663,15.5,16.0,15.5,17.0,15.25,14.5,16.0,11.75,9.25,(no tactic),0,13.5,50,1.7,1,3,5,2,H,Dawlat Qatar,15.75,20.5,19.5,20.0,6.75,10.5,9.0,11.5,8.25,(no tactic),0,15.5,-100,0.8,2,3,5,2,A,CC,Daw,2024-06-28,3-5-2,3-5-2,N,88,13.713873439257284
6,2024-06-24 12:00:00,Round 4 in Asia and Oceania Cup,China,14.50916388253368,13.07470522688284,13.577578504839872,13.829015143818388,13.25,19.25,20.25,20.0,13.0,13.5,13.75,11.5,8.75,(no tactic),0,13.25,-50,1.5,1,3,5,2,A,Indonesia,14.75,15.25,17.5,15.5,12.5,12.75,9.25,10.5,8.75,(no tactic),0,11.0,-50,1.9,1,3,4,3,H,CC,Ind,2024-06-24,3-5-2,3-4-3,N,88,14.50916388253368
7,2024-06-21 12:00:00,Round 3 in Asia and Oceania Cup,China,13.252449564275619,16.11716370200987,16.36136315204032,16.11716370200987,13.5,16.25,15.25,16.75,16.5,16.75,16.5,11.25,9.25,(no tactic),0,12.75,50,1.5,0,3,5,2,H,Dhivehi Raajje,10.75,21.75,24.75,22.0,11.0,12.25,11.5,11.5,7.75,Counter-attacks,18,13.0,-100,1.1,1,4,4,2,A,CC,Dhi,2024-06-21,3-5-2,4-4-2,N,88,13.252449564275619
8,2024-06-17 12:00:00,Round 2 in Asia and Oceania Cup,China,14.496715086710173,16.225855701360956,14.750777910328143,15.24247050733908,11.25,17.25,17.5,18.0,16.5,15.0,15.5,11.0,7.75,(no tactic),0,12.5,20,1.9,4,3,5,2,A,Palestine,12.25,17.5,16.75,15.25,13.75,14.5,10.75,10.75,8.75,(no tactic),0,13.5,0,1.2,3,3,5,2,H,CC,Pal,2024-06-17,3-5-2,3-5-2,N,88,14.496715086710173
9,2024-06-14 12:00:00,Round 1 in Asia and Oceania Cup,China,13.1024998965625,13.571314224219488,11.778876496492387,13.059189159154602,11.0,19.75,20.75,20.0,13.25,11.5,12.75,11.25,7.75,(no tactic),0,12.25,30,1.4,3,3,5,2,H,Pakistan,9.5,18.5,20.25,19.0,17.25,8.25,9.5,12.25,9.25,(no tactic),0,12.75,-20,0.8,0,4,5,1,A,CC,Pak,2024-06-14,3-5-2,4-5-1,N,88,13.1024998965625
